Location,Location_2,n_samples,mean_accuracy,std_accuracy
ctx-lh-inferiorparietal,ctx-lh-superiorfrontal,40,0.775,0.18371173070873836
ctx-lh-inferiorparietal,ctx-rh-superiorfrontal,48,0.8133333333333332,0.1161948129991233
ctx-lh-inferiorparietal,ctx-lh-posteriorcingulate,58,0.796969696969697,0.11230533612246317
ctx-lh-supramarginal,ctx-lh-parsopercularis,30,0.8,0.16329931618554522
ctx-lh-supramarginal,ctx-lh-superiorfrontal,60,0.75,0.07453559924999302
ctx-lh-supramarginal,ctx-rh-rostralanteriorcingulate,24,0.8400000000000001,0.14966629547095767
ctx-lh-supramarginal,ctx-rh-superiorfrontal,72,0.8476190476190476,0.02409354407747334
ctx-lh-transversetemporal,ctx-lh-inferiorparietal,22,0.67,0.14
ctx-lh-transversetemporal,ctx-lh-superiorfrontal,20,0.75,0.0
ctx-lh-transversetemporal,ctx-rh-superiorfrontal,24,0.72,0.16
ctx-lh-precentral,ctx-lh-insula,36,0.8321428571428573,0.1080910425030111
ctx-lh-precentral,ctx-lh-parsopercularis,24,0.7100000000000001,0.2009975124224178
ctx-lh-precentral,ctx-lh-isthmuscingulate,24,0.6300000000000001,0.13999999999999999
ctx-lh-precentral,ctx-lh-inferiorparietal,44,0.7722222222222223,0.09999999999999999
ctx-lh-precentral,ctx-lh-postcentral,32,0.8142857142857143,0.11703053073756674
ctx-lh-precentral,ctx-rh-superiorfrontal,48,0.8577777777777778,0.10120264477098401
ctx-lh-postcentral,ctx-lh-insula,68,0.8263736263736264,0.08315421719733021
ctx-lh-postcentral,ctx-lh-superiortemporal,64,0.8435897435897436,0.04891995904702286
ctx-lh-postcentral,ctx-lh-middletemporal,36,0.8571428571428571,0.12777531299998796
ctx-lh-postcentral,ctx-lh-lateralorbitofrontal,36,0.8571428571428573,0.12777531299998798
ctx-lh-postcentral,ctx-lh-parstriangularis,20,0.8,0.09999999999999999
ctx-lh-postcentral,ctx-lh-parsopercularis,32,0.7571428571428572,0.16454430993496189
ctx-lh-postcentral,ctx-lh-isthmuscingulate,56,0.8045454545454547,0.10325287901455042
ctx-lh-postcentral,ctx-lh-inferiorparietal,116,0.8797101449275363,0.049275362318840575
ctx-lh-postcentral,ctx-lh-precentral,32,0.780952380952381,0.07589227357385347
ctx-lh-postcentral,ctx-lh-postcentral,80,0.8875,0.06123724356957945
ctx-lh-postcentral,ctx-lh-superiorfrontal,40,0.775,0.049999999999999996
ctx-lh-postcentral,ctx-rh-superiorfrontal,48,0.7533333333333332,0.09747427644205027
ctx-lh-postcentral,ctx-lh-posteriorcingulate,40,0.8,0.06123724356957946
ctx-lh-medialorbitofrontal,ctx-lh-superiorfrontal,20,0.6,0.1224744871391589
ctx-lh-medialorbitofrontal,ctx-rh-superiorfrontal,24,0.96,0.07999999999999999
ctx-lh-rostralanteriorcingulate,ctx-lh-superiorfrontal,60,0.8333333333333333,0.07453559924999298
ctx-lh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,24,0.9099999999999999,0.11135528725660043
ctx-lh-rostralanteriorcingulate,ctx-rh-superiorfrontal,72,0.8457142857142858,0.08468160990846445
ctx-lh-superiorfrontal,ctx-lh-entorhinal,20,0.75,0.22360679774997896
ctx-lh-superiorfrontal,ctx-lh-insula,100,0.8600000000000001,0.05830951894845298
ctx-lh-superiorfrontal,ctx-lh-superiortemporal,140,0.8714285714285716,0.036421567954234214
ctx-lh-superiorfrontal,Left-Hippocampus,80,0.85,0.049999999999999996
ctx-lh-superiorfrontal,ctx-lh-parahippocampal,20,0.8,0.09999999999999999
ctx-lh-superiorfrontal,ctx-lh-fusiform,40,0.8,0.1274754878398196
ctx-lh-superiorfrontal,ctx-lh-parsopercularis,100,0.8100000000000002,0.05830951894845301
ctx-lh-superiorfrontal,ctx-lh-isthmuscingulate,40,0.75,0.11180339887498948
ctx-lh-superiorfrontal,ctx-lh-inferiorparietal,40,0.775,0.09354143466934853
ctx-lh-superiorfrontal,ctx-lh-supramarginal,60,0.8,0.04082482904638632
ctx-lh-superiorfrontal,ctx-lh-transversetemporal,20,0.75,0.15811388300841897
ctx-lh-superiorfrontal,ctx-lh-postcentral,40,0.85,0.049999999999999996
ctx-lh-superiorfrontal,ctx-lh-medialorbitofrontal,20,0.85,0.1224744871391589
ctx-lh-superiorfrontal,ctx-lh-rostralanteriorcingulate,60,0.7666666666666667,0.09718253158075502
ctx-lh-superiorfrontal,ctx-rh-rostralanteriorcingulate,80,0.825,0.04677071733467427
ctx-lh-superiorfrontal,ctx-rh-superiorfrontal,240,0.9291666666666668,0.050346024889977366
ctx-lh-superiorfrontal,ctx-lh-caudalanteriorcingulate,20,0.75,0.15811388300841897
ctx-lh-superiorfrontal,Right-Cerebral-White-Matter,20,0.75,0.0
ctx-lh-superiorfrontal,ctx-rh-caudalanteriorcingulate,20,0.6,0.1224744871391589
ctx-lh-superiorfrontal,ctx-lh-posteriorcingulate,20,0.65,0.25495097567963926
ctx-lh-superiorfrontal,ctx-rh-posteriorcingulate,40,0.8,0.1695582495781317
ctx-rh-medialorbitofrontal,ctx-rh-superiorfrontal,24,0.8300000000000001,0.08717797887081347
ctx-rh-rostralanteriorcingulate,ctx-lh-insula,40,0.825,0.1
ctx-rh-rostralanteriorcingulate,ctx-lh-superiortemporal,56,0.8212121212121213,0.006060606060606055
ctx-rh-rostralanteriorcingulate,ctx-lh-lateralorbitofrontal,72,0.818095238095238,0.060113271764036184
ctx-rh-rostralanteriorcingulate,ctx-lh-parstriangularis,40,0.775,0.1224744871391589
ctx-rh-rostralanteriorcingulate,ctx-lh-parsopercularis,40,0.8,0.06123724356957946
ctx-rh-rostralanteriorcingulate,ctx-lh-supramarginal,24,0.75,0.07745966692414837
ctx-rh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,24,0.64,0.23323807579381203
ctx-rh-rostralanteriorcingulate,ctx-lh-superiorfrontal,80,0.8,0.082915619758885
ctx-rh-superiorfrontal,ctx-lh-entorhinal,24,0.7,0.1788854381999832
ctx-rh-superiorfrontal,ctx-lh-insula,120,0.8583333333333332,0.05651941652604392
ctx-rh-superiorfrontal,ctx-lh-superiortemporal,168,0.9046345811051694,0.02267390890004684
ctx-rh-superiorfrontal,ctx-lh-lateralorbitofrontal,216,0.8979915433403806,0.04810596301472623
ctx-rh-superiorfrontal,ctx-lh-parstriangularis,120,0.8666666666666668,0.0485912657903775
ctx-rh-superiorfrontal,ctx-lh-parsopercularis,120,0.9333333333333332,0.042491829279939886
ctx-rh-superiorfrontal,ctx-lh-isthmuscingulate,48,0.7911111111111111,0.11008414290222968
ctx-rh-superiorfrontal,ctx-lh-inferiorparietal,48,0.8711111111111111,0.08450290374147353
ctx-rh-superiorfrontal,ctx-lh-supramarginal,72,0.8885714285714286,0.05703163779649475
ctx-rh-superiorfrontal,ctx-lh-transversetemporal,24,0.75,0.14832396974191325
ctx-rh-superiorfrontal,ctx-lh-precentral,48,0.7933333333333332,0.08737601445038891
ctx-rh-superiorfrontal,ctx-lh-postcentral,48,0.7911111111111111,0.0641756847919718
ctx-rh-superiorfrontal,ctx-lh-medialorbitofrontal,24,0.9199999999999999,0.09797958971132709
ctx-rh-superiorfrontal,ctx-lh-rostralanteriorcingulate,72,0.8895238095238096,0.05297498661018431
ctx-rh-superiorfrontal,ctx-lh-superiorfrontal,240,0.925,0.050346024889977366
ctx-rh-superiorfrontal,ctx-rh-medialorbitofrontal,24,0.71,0.09165151389911684
ctx-rh-superiorfrontal,ctx-lh-caudalanteriorcingulate,24,0.74,0.17435595774162696
ctx-rh-superiorfrontal,Right-Cerebral-White-Matter,24,0.7,0.1264911064067352
ctx-rh-superiorfrontal,ctx-lh-posteriorcingulate,24,0.8300000000000001,0.08717797887081347
ctx-rh-superiorfrontal,ctx-rh-posteriorcingulate,48,0.768888888888889,0.08177053107988491
ctx-lh-caudalanteriorcingulate,ctx-lh-superiorfrontal,20,0.85,0.1224744871391589
ctx-lh-caudalanteriorcingulate,ctx-rh-superiorfrontal,24,0.75,0.23237900077244503
Right-Cerebral-White-Matter,ctx-lh-superiorfrontal,20,0.65,0.1224744871391589
Right-Cerebral-White-Matter,ctx-rh-superiorfrontal,24,0.7100000000000001,0.09165151389911684
ctx-rh-caudalanteriorcingulate,ctx-lh-superiorfrontal,20,0.95,0.09999999999999999
ctx-lh-posteriorcingulate,ctx-lh-insula,34,0.8476190476190476,0.13932132226978852
ctx-lh-posteriorcingulate,ctx-lh-superiortemporal,32,0.8047619047619048,0.1263476110611581
ctx-lh-posteriorcingulate,ctx-lh-isthmuscingulate,28,0.82,0.12754084313139327
ctx-lh-posteriorcingulate,ctx-lh-inferiorparietal,58,0.7924242424242426,0.04484438965742044
ctx-lh-posteriorcingulate,ctx-lh-postcentral,40,0.775,0.1457737973711325
ctx-lh-posteriorcingulate,ctx-lh-superiorfrontal,20,0.95,0.09999999999999999
ctx-lh-posteriorcingulate,ctx-rh-superiorfrontal,24,0.6599999999999999,0.21540659228538017
ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,20,0.6,0.1224744871391589
ctx-rh-posteriorcingulate,ctx-lh-insula,20,0.75,0.15811388300841897
ctx-rh-posteriorcingulate,ctx-lh-superiortemporal,28,0.76,0.16786237749352229
ctx-rh-posteriorcingulate,ctx-lh-middletemporal,36,0.8071428571428572,0.06226998490772388
ctx-rh-posteriorcingulate,ctx-lh-lateralorbitofrontal,36,0.7500000000000001,0.055328333517248786
ctx-rh-posteriorcingulate,ctx-lh-parstriangularis,20,0.7,0.18708286933869706
ctx-rh-posteriorcingulate,ctx-lh-parsopercularis,20,0.55,0.09999999999999999
ctx-rh-posteriorcingulate,ctx-lh-superiorfrontal,40,0.8,0.06123724356957946
ctx-rh-posteriorcingulate,ctx-rh-superiorfrontal,48,0.8533333333333333,0.053240660225381944
ctx-lh-lateraloccipital,ctx-lh-inferiorparietal,36,0.7250000000000001,0.07457361792078962
ctx-lh-lateraloccipital,ctx-lh-postcentral,24,0.67,0.0871779788708135
ctx-lh-lateraloccipital,ctx-lh-superiorparietal,24,0.8400000000000001,0.14966629547095767
ctx-lh-inferiorparietal,ctx-lh-lateraloccipital,36,0.7785714285714286,0.14356965173029843
ctx-lh-inferiorparietal,ctx-lh-superiorparietal,108,0.8415584415584416,0.06507056569519593
ctx-lh-inferiorparietal,ctx-lh-paracentral,72,0.7914285714285715,0.08915832181690246
ctx-lh-insula,ctx-lh-superiorparietal,48,0.828888888888889,0.11322434846983997
ctx-lh-insula,ctx-lh-paracentral,32,0.8476190476190476,0.09110060223670946
ctx-lh-postcentral,ctx-lh-lateraloccipital,24,0.75,0.14832396974191325
ctx-lh-postcentral,ctx-lh-superiorparietal,72,0.8171428571428571,0.09621404708847277
ctx-lh-postcentral,ctx-lh-paracentral,48,0.8533333333333333,0.053240660225381944
ctx-lh-superiortemporal,ctx-lh-superiorparietal,36,0.8357142857142857,0.09999999999999999
ctx-lh-superiortemporal,ctx-lh-paracentral,24,0.76,0.14966629547095767
ctx-lh-posteriorcingulate,ctx-lh-superiorparietal,36,0.8071428571428572,0.06226998490772388
ctx-lh-posteriorcingulate,ctx-lh-paracentral,24,0.79,0.21999999999999997
ctx-lh-isthmuscingulate,ctx-lh-superiorparietal,48,0.8333333333333333,0.05067446333773945
ctx-lh-isthmuscingulate,ctx-lh-paracentral,32,0.7095238095238094,0.13502330360721737
ctx-lh-superiorparietal,ctx-lh-lateraloccipital,24,0.62,0.16
ctx-lh-superiorparietal,ctx-lh-inferiorparietal,108,0.8974025974025974,0.07462480253425624
ctx-lh-superiorparietal,ctx-lh-insula,48,0.8755555555555556,0.07383665655927175
ctx-lh-superiorparietal,ctx-lh-postcentral,72,0.9047619047619048,0.10061038206662293
ctx-lh-superiorparietal,ctx-lh-superiortemporal,36,0.6892857142857143,0.11271238455756788
ctx-lh-superiorparietal,ctx-lh-posteriorcingulate,36,0.7464285714285714,0.11088696211614303
ctx-lh-superiorparietal,ctx-lh-isthmuscingulate,48,0.831111111111111,0.09037644181183448
ctx-lh-superiorparietal,ctx-lh-paracentral,48,0.8177777777777777,0.11517029795422169
ctx-lh-superiorparietal,ctx-lh-precentral,24,0.74,0.17435595774162696
ctx-lh-paracentral,ctx-lh-inferiorparietal,72,0.7923809523809523,0.03956681538636379
ctx-lh-paracentral,ctx-lh-insula,32,0.7238095238095238,0.1798210246523734
ctx-lh-paracentral,ctx-lh-postcentral,48,0.828888888888889,0.14429051627331493
ctx-lh-paracentral,ctx-lh-superiortemporal,24,0.79,0.128062484748657
ctx-lh-paracentral,ctx-lh-posteriorcingulate,24,0.8300000000000001,0.23579652245103191
ctx-lh-paracentral,ctx-lh-isthmuscingulate,32,0.7142857142857142,0.1286595817724409
ctx-lh-paracentral,ctx-lh-superiorparietal,48,0.8955555555555555,0.06347936380926976
ctx-lh-paracentral,ctx-lh-paracentral,32,0.8476190476190476,0.09110060223670946
ctx-lh-precentral,ctx-lh-superiorparietal,24,0.76,0.233238075793812
